date,id,text
2021-11-19 18:13:42+00:00,1461759603138433025,RT @FIVESFURY: me vs the sudden thought of rewatching the umbrella academy https://t.co/CK6wQgDLab
2021-11-19 18:13:29+00:00,1461759551816929281,RT @FIVESFURY: the way five is one of the deadliest character in the umbrella academy but almost died because of a flying frying pan https:…
2021-11-19 18:13:10+00:00,1461759469256425478,RT @conjuringklaus: medo do que vai vir quando o tom hopper falou que a S3 de the umbrella academy vai ter a cena mais triste da série quan…
2021-11-19 18:13:09+00:00,1461759466236379138,RT @celestialklaus: this is still my favourite scene in the umbrella academy https://t.co/rIdyex2mku
2021-11-19 18:13:02+00:00,1461759438524616705,RT @FIVESFURY: me waiting one year for the umbrella academy s3 knowing that ill finish it in one night https://t.co/dL492TtQzs
